,product,title,rating,body
797,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Poor customer service.. Don't buy..,1.0,Please do not buy. Very poor customer service. My tv is not working properly for last 10 months.And the issue is not resolved till date.
798,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Bluetooth connection issues,1.0,Giving one Star because tv having bluetooth connection issues.. Every time we have to pair bluetooth device to use and after connecting to bluetooth broken sounds is coming
799,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very poor picture quality,1.0,The picture quality and view angle is very poor. In 45 degree angle the display looks like a one big white patch . Not expected this from One +
800,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Should be priced under 25k,3.0,Its a OK OK TV. 1 GB RAM is too low and frequent freezing happens while switching between apps. Mostly noticed while watching youtube. Sound is below average .
801,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Oneplus Tv rules the segment :32”,5.0,"At this price point you cannot complain, excellent craft and finish, audio & video quality is great compared to MI TV. Best Tv in the 32”"
802,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Poor TV,1.0,Television hanging alot and sound quality is also very poor
803,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very nice TV,4.0,Ar this price range it is very good.. u can't compare this with sony but ys all over good product
804,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Laggy ui,2.0,Bad sound qualityPicture quality is goodOn off button prblmLaggy ui
805,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Picture clarity,5.0,"Product is very nice..however, installation service is pathetic. Even after three days of delivery no one turned up for TV Installation. Raised a complaint at customer care but to no avail. .."
806,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Dont buy one plus product after sales service is zero,1.0,Dont buy any one plus product after sales service is zero its more than a year of continuous calling to one plus but no response from any customer service executive mi is better than one plus
807,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Didn't like it.. as it's not reliable... It stopped working suddenly,1.0,Worst... It stopped working after a week ...
808,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good Purchase,4.0,Nice television in this budget. I am happy about the features and the look the television give me to my living room
809,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very Worst Display Quality,1.0,"The media could not be loaded.
                




   Display Worst Quality and My Display had Problem 2 months Back Still are Saying Display Out of Stock Service Also very Worst better to Buy Samsung or Vu or Lg,etc Another Brand Don't Buy OnePlus Tv"
810,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),There are better option than this,3.0,"This is a nice tv but don't expect much from this TV. Not the software quality expected from OnePlusPros: good picture quality, good sound quality, sleek designCons: bugged software, not responsive, sticks a lot, bad UI experience, weak processor compared to other TV"
811,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),I bought it because of price,3.0,It has been more then 1months but yes the product is good. But some time the response time of switching applications take a bit more time..Turning on your TV through remote some time becomes pain full as the response time is slow.
812,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Perfect for small and medium room size,5.0,Perfect bedroom television for medium size rooms. Should bundle wall mount as well because the installation agent used a local mount and it doesn’t look good as it’s a very thin tv sort of picture frame. Voice and picture quality is nice also voice recognition works like a charm
813,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Satisfied,5.0,I was a bit  sceptical to go with 1plus since in previous reviews sound quality was rated low. I went with 1 plus anyways and I am extremely satisfied.sound quality is good and u have tolhe ability to modify it as well.
814,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Please get the item replaced/returned,1.0,The TV if defective and it has been reported on the Amazon portal but nothing has been done even after 5 days after the complaint was registered.
815,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Urgent fix:,4.0,Need to fix:* Sound quality* Remote lag* Screen on time need to reduce* Screen mirroring need to be enhanced* Tv lags or hang during switching over appsOverall value for money.
816,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),please give the good service.,1.0,very worst instalment 4days left iam purchasing product. tilldate istall not done. service engineers also worst talking.  just 15 minit i will be there but 4days left. where is the your service engineer. when did install the product waiting for u.
817,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Better then MI TV,5.0,"Perfect budget TV with a good brand, loaded with lots of features"
818,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Built Quality is Poor,1.0,Plastic is very Cheap. Broken while tightening the Screws. It's the worst tv. Just for 2months. It's display gone.
819,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),An Problematic Smart TV,2.0,Its an problematic smart tv with lags n hdmi port problems and from a month i am asking for the oneplus team to support but no one is interested...tooo much faltu tv...don’t buy...
820,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Chromecast and Picture issues,3.0,The Chromecast has its own attitude. Doesn't work when you want it to. The system needs to be restarted all the time. The picture automatically starts blinking and goes multicoloured and pixelated. Not something expected from OnePlus
821,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Great TV experience overall,5.0,Great quality video. Didn't find any issues with Audio either. Wish it had wall mount included.
822,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),खराब और बकवास सर्विस,1.0,इंस्टॉलेशन  के लीये कंपनीने सर्विस नही दी  जब कि डिलेवरी के साथ इंस्टॉलेशन फ्री सिर्विस का वादा दिया था मुझे मेरे खर्च से फिटिंग करना पड़ी इसलिए मैकेनिक को ढूंढने में बहोत परेशानी हुवी कृपया ऑनलाइन शॉपिंग जिसमे इंस्टॉलेशन फ्री है वो चीज मत खरीदिये अमेज़ॉन वादे से मुकर जाता है
823,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Display issue After 6 months,3.0,"The media could not be loaded.
                




   This one plus tv purchased before 6 months ago after that i am facing a problem now showing me some black spots on display in diffrent place while i am watching it .... others features are good quality but build display quality is not satisfied"
824,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not worthy,2.0,Lags too much. You have try atleast 5 times to get it on. Picture quality is moderate but sound quality is poor after wall mounting. It seems I made huge mistake buy picking this up by the brand name and slightly cheaper price.
825,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Simply amazing,5.0,"Great TV at this price . Picture and sound quality, both are awesome , the wifi capacity and range is also very strong. No need to think twice before buying this tv. Fulfilled all the expectations I had with OnePlus."
826,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worth for Money but still could be better,4.0,"Smart features are good. But when Connected to STB through HDMI1, brightness is automatically getting reduced resulting in worse picture quality. When tried STB through HDMI2, along with this brightness issue, audio is not coming through at all."
827,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Fake products. Invalid IMEI(serial) number.,1.0,"When we try to verify the device through onePlus.in by entering Serial Number, it will show ""invalid device code"".Also, not able to connect Alexa to TV. DON'T TRUST AMAZON. One plus TV is GOOD."
828,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best buy for the price,5.0,"The media could not be loaded.
                




   This is by and far the best buy for the pricetag. Remote and tv is simple to setup . An update might be needed on first boot. Sound isn't the best especially if the room is bigger and unit isn't mounted."
